-1 0.0262
-0.99 0.0182
-0.98 0.0002
-0.97 -0.0096
-0.96 -0.0096
-0.95 -0.0196
-0.94 -0.0414
-0.93 -0.0418
-0.92 -0.047
-0.91 -0.0262
-0.9 -0.0284
-0.89 -0.0402
-0.88 -0.0492
-0.87 -0.0526
-0.86 -0.0274
-0.85 -0.0432
-0.84 -0.0492
-0.83 -0.0542
-0.82 -0.0436
-0.81 -0.041
-0.8 -0.0284
-0.79 -0.0464
-0.78 -0.0316
-0.77 -0.0382
-0.76 -0.0162
-0.75 -0.0138
-0.74 -0.025
-0.73 -0.0432
-0.72 -0.0328
-0.71 -0.0188
-0.7 -0.0196
-0.69 -0.0014
-0.68 -0.0012
-0.67 0.001
-0.66 -0.0064
-0.65 0.0206
-0.64 0.0284
-0.63 0.022
-0.62 0.0192
-0.61 0.0258
-0.6 0.0336
-0.59 0.034
-0.58 0.0516
-0.57 0.0604
-0.56 0.0364
-0.55 0.0732
-0.54 0.078
-0.53 0.0722
-0.52 0.0968
-0.51 0.0878
-0.5 0.0938
-0.49 0.0992
-0.48 0.1126
-0.47 0.1342
-0.46 0.141
-0.45 0.1282
-0.44 0.145
-0.43 0.1458
-0.42 0.146
-0.41 0.1436
-0.4 0.1508
-0.39 0.1762
-0.38 0.1656
-0.37 0.1812
-0.36 0.1896
-0.35 0.1896
-0.34 0.1828
-0.33 0.2132
-0.32 0.2072
-0.31 0.211
-0.3 0.2322
-0.29 0.2382
-0.28 0.2298
-0.27 0.2292
-0.26 0.248
-0.25 0.2448
-0.24 0.2568
-0.23 0.253
-0.22 0.2718
-0.21 0.2668
-0.2 0.2918
-0.19 0.2874
-0.18 0.2964
-0.17 0.2972
-0.16 0.3224
-0.15 0.3084
-0.14 0.3098
-0.13 0.3362
-0.12 0.3202
-0.11 0.3272
-0.1 0.3326
-0.09 0.3198
-0.08 0.3424
-0.07 0.3388
-0.06 0.349
-0.05 0.3636
-0.04 0.3684
-0.03 0.366
-0.02 0.3746
-0.01 0.3784
7.5287e-16 0.3764
0.01 0.3896
0.02 0.3728
0.03 0.3904
0.04 0.3954
0.05 0.387
0.06 0.3976
0.07 0.4072
0.08 0.4066
0.09 0.3968
0.1 0.4034
0.11 0.4064
0.12 0.408
0.13 0.4226
0.14 0.4064
0.15 0.414
0.16 0.4188
0.17 0.4132
0.18 0.417
0.19 0.4206
0.2 0.4292
0.21 0.416
0.22 0.403
0.23 0.421
0.24 0.4266
0.25 0.4338
0.26 0.4264
0.27 0.4114
0.28 0.4202
0.29 0.4226
0.3 0.3932
0.31 0.4054
0.32 0.4146
0.33 0.401
0.34 0.4174
0.35 0.4062
0.36 0.4026
0.37 0.405
0.38 0.3946
0.39 0.399
0.4 0.3948
0.41 0.3994
0.42 0.379
0.43 0.3842
0.44 0.3952
0.45 0.3884
0.46 0.3746
0.47 0.3736
0.48 0.3728
0.49 0.3642
0.5 0.3486
0.51 0.3488
0.52 0.3382
0.53 0.3408
0.54 0.3248
0.55 0.3226
0.56 0.3262
0.57 0.311
0.58 0.3192
0.59 0.2912
0.6 0.2886
0.61 0.299
0.62 0.2832
0.63 0.2716
0.64 0.2578
0.65 0.2564
0.66 0.2518
0.67 0.243
0.68 0.2378
0.69 0.2414
0.7 0.2166
0.71 0.2274
0.72 0.1944
0.73 0.1804
0.74 0.1828
0.75 0.1822
0.76 0.1738
0.77 0.1608
0.78 0.1598
0.79 0.1348
0.8 0.1248
0.81 0.115
0.82 0.102
0.83 0.097
0.84 0.0948
0.85 0.0776
0.86 0.0764
0.87 0.0448
0.88 0.0508
0.89 0.0266
0.9 0.0178
0.91 0.0296
0.92 0.0266
0.93 0.005
0.94 0.0062
0.95 -0.009
0.96 -0.016
0.97 -0.017
0.98 -0.0262
0.99 -0.047
